Movie,Director,Country,Year
Baahubali: The Beginning (English Version),S.S. Rajamouli,,2015
Baahubali: The Beginning (Hindi Version),S.S. Rajamouli,India,2015
Baahubali: The Beginning (Malayalam Version),S.S. Rajamouli,,2015
Baahubali: The Beginning (Tamil Version),S.S. Rajamouli,,2015
Baazaar,Gauravv K Chawla,India,2018
Babam ve OÄlum,Ãagan Irmak,Turkey,2005
BabamÄ±n Ceketi,MÃ¼fit Can SaÃ§Ä±ntÄ±,Turkey,2018
Babel,Alejandro G. IÃ±Ã¡rritu,"France, United States, Mexico",2006
Baby Dolls,Vijay Kumar Arora,India,2019
Baby Mamas,Stephanie Zwane,South Africa,2018
Bachelor Girls,Shikha Makan,India,2016
Back and Forth,JosÃ© Eduardo Belmonte,Brazil,2016
Back of the Net,Louise Alston,Australia,2019
Back to School,"RÃ©my Four, Julien War",,2019
Back to the 90s,Yanyong Kuruaungkoul,Thailand,2015
Backcountry,Adam MacDonald,Canada,2014
Backdraft 2,Gonzalo LÃ³pez-Gallego,United States,2019
Backfire,Dave Patten,United States,2019
Backtrack,Michael Petroni,"Australia, United Kingdom, United Arab Emirates, Canada",2015
Bad Boys,Michael Bay,United States,1995
Bad Boys II,Michael Bay,United States,2003
Bad Day for the Cut,Chris Baugh,United Kingdom,2017
Bad Genius,Nattawut Poonpiriya,Thailand,2017
Bad Grandpa .5,Jeff Tremaine,United States,2014
Bad Match,David Chirchirillo,"Singapore, United States",2017
Bad Rap,Salima Koroma,"United States, Canada",2016
Bad Seeds,Kheiron,"France, Belgium",2018
Badha,"Sumitra Bhave, Sunil Sukthankar",India,2006
Badla,Sujoy Ghosh,India,2019
Badland,Justin Lee,United States,2019
Balto,Simon Wells,United States,1995
Balto 2: Wolf Quest,Phil Weinstein,United States,2001
Balto 3: Wings of Change,Phil Weinstein,United States,2004
Balu Mahi,Haissam Hussain,Pakistan,2017
Bana Masal Anlatma,Burak Aksak,Turkey,2015
Banana Island Ghost,BB Sasore,Nigeria,2017
Banana Split,Ben Kasulke,United States,2020
Band Aid,Zoe Lister-Jones,United States,2017
Band of Robbers,"Aaron Nee, Adam Nee",United States,2015
Bandie,Alo Sarkar,India,1978
Bang Rajan 2,Tanit Jitnukul,Thailand,2010
Bangistan,Karan Anshuman,India,2015
Bangkok Hell,Manop Janjarasskul,Thailand,2002
Bangkok Traffic (Love) Story,Adisorn Tresirikasem,Thailand,2009
BarÃ§a Dreams,Jordi Llompart,Spain,2015
Barah Aana,Raja Menon,India,2009
Barakah Meets Barakah,Mahmoud Sabbagh,Saudi Arabia,2016
Barbecue,Matthew Salleh,"Australia, Armenia, Japan, Jordan, Mexico, Mongolia, New Zealand, Philippines, South Africa, Sweden, United States, Uruguay",2017
Barbie & Her Sisters in a Pony Tale,Kyran Kelly,United States,2013
Barbie Dolphin Magic,Conrad Helten,"United States, Canada",2017
Barbie in A Mermaid Tale,Adam Wood,United States,2010
Barbie in Princess Power,Zeke Norton,United States,2015
Barbie in Rock 'N Royals,Karen J. Lloyd,United States,2015
Barbie Princess Adventure,Conrad Helten,United States,2020
Barbie Star Light Adventure,"Andrew Tan, Michael Goguen",United States,2016
Barbie: A Fairy Secret,William Lau,United States,2010
Barbie: Princess Charm School,Ezekiel Norton,"United States, Canada",2011
Barbie: Spy Squad,Conrad Helten,"United States, Canada",2016
Barbie: The Princess & the Popstar,Ezekiel Norton,United States,2012
Barbie: Video Game Hero,"Conrad Helten, Ezekiel Norton, Michael Goguen",United States,2017
Barbra: The Music ... The Mem'ries ... The Magic!,"Barbra Streisand, Jim Gable",United States,2017
Barcelona: A Love Untold,Olivia M. Lamasan,Philippines,2016
Bareilly Ki Barfi,Ashwiny Iyer Tiwari,India,2017
Barely Lethal,Kyle Newman,United States,2015
Barfi!,Anurag Basu,India,2012
Barrio Universitario,Esteban Vidal,Chile,2013
Barry,Vikram Gandhi,United States,2016
Barsaat,Rajkumar Santoshi,India,1995
BASEketball,David Zucker,United States,1998
Basic Instinct,Paul Verhoeven,"United States, France",1992
Bathinda Express,Deep Joshi,India,2016
Bathtubs Over Broadway,Dava Whisenant,United States,2018
Batman: The Killing Joke,Sam Liu,United States,2016
Battle,Katarina Launing,"Norway, Denmark, Netherlands, Sweden",2018
Battle Drone,Mitch Gould,United States,2018
Bawarchi,Hrishikesh Mukherjee,India,1972
Baxu and the Giants,Florian Schott,Namibia,2019
Bayonet,Kyzza Terrazas,"Mexico, Finland",2019
Bazaar,Sagar Sarhadi,India,1982
Bbuddah Hoga Terra Baap,Puri Jagannadh,India,2011
Be Here Now,Lilibet Foster,"United States, Australia",2015
Be Somebody,Joshua Caldwell,United States,2016
Beak & Brain: Genius Birds From Down Under,"Volker Arzt, Angelika Sigl",Germany,2013
Bean: The Ultimate Disaster Movie,Mel Smith,"United Kingdom, United States",1997
Beary Tales,,United States,2013
Beasts of No Nation,Cary Joji Fukunaga,United States,2015
Beat Bugs: All Together Now,Josh Wakely,"Australia, Canada",2017
Beats,Chris Robinson,United States,2019
Beauties of the Night,MarÃ­a Jose Cuevas,Mexico,2016
Beauty and the Bestie,Wenn V. Deramas,Philippines,2015
Beavis and Butt-head Do America,Mike Judge,United States,1996
Bebe's Kids,Bruce W. Smith,United States,1992
Because of Soccer,"Agasyah Karim, Khalid Kashogi",Indonesia,2008
Because We're Heading Out,Khaled El Halafawy,Egypt,2016
Becoming,Nadia Hallgren,United States,2020
Becoming Jane,Julian Jarrold,"United Kingdom, Ireland",2007
Bedtime Stories,Adam Shankman,United States,2008
Bee Movie,"Steve Hickner, Simon J. Smith","United States, Australia",2007
Been So Long,Tinge Krishnan,,2018
Before I Fall,Ry Russo-Young,United States,2017
Before I Wake,Mike Flanagan,United States,2016
Before the Flood,Fisher Stevens,United States,2016
Before the Summer Crowds,Mohamed Khan,Egypt,2016
"Behind ""The Cove"": The Quiet Japanese Speak Out",Keiko Yagi,"Japan, United States",2015
Behind the Curtain: Todrick Hall,Katherine Fairfax Wright,United States,2017
Behind the Curve,Daniel J. Clark,United States,2018
Beiimaan Love,Rajeev Chaudhari,India,2016
Being AP,Anthony Wonke,United Kingdom,2015
Being Elmo: A Puppeteer's Journey,Constance Marks,United States,2011
Being Mrs Elliot,Omoni Oboli,Nigeria,2014
Being Napoleon,"Jesse Handsher, Olivier Roland",United States,2018
Beirut Oh Beirut,Maroun Baghdadi,Lebanon,1975
Belgica,"Felix Van Groeningen, Felix van Groeningen","Belgium, France",2016
Belief: The Possession of Janet Moses,David Stubbs,New Zealand,2015
Belmonte,Federico Veiroj,"Uruguay, Spain, Mexico",2018
Below Her Mouth,April Mullen,Canada,2016
Ben Platt Live from Radio City Music Hall,"Alex Timbers, Sam Wrench",United States,2020
Benchwarmers 2: Breaking Balls,Jon Rosenbaum,United States,2019
Bending the Arc,"Kief Davidson, Pedro Kos",United States,2017
Beneath the Leaves,Adam Marino,United States,2019
Benji,Brandon Camp,"United Arab Emirates, United States",2018
Benji: Off the Leash,Joe Camp,United States,2004
Benji's Very Own Christmas Story,Joe Camp,United States,1978
Bennett's War,Alex Ranarivelo,United States,2019
Berlin Calling,Hannes StÃ¶hr,Germany,2008
Berlin Kaplani,Hakan AlgÃ¼l,Turkey,2012
Berlin Syndrome,Cate Shortland,Australia,2017
"Berlin, Berlin: Lolle on the Run",Franziska Meyer Price,Germany,2020
"Berlin, I Love You",,Germany,2019
Berserk: The Golden Age Arc I - The Egg of the King,Toshiyuki Kubooka,Japan,2012
Berserk: The Golden Age Arc II - The Battle for Doldrey,Toshiyuki Kubooka,Japan,2012
Berserk: The Golden Age Arc III - The Advent,Toshiyuki Kubooka,Japan,2013
Bert Kreischer: Hey Big Boy,Jeff Tomsic,United States,2020
Bert Kreischer: Secret Time,Todd Biermann,,2018
Bert Kreischer: The Machine,Ryan Polito,United States,2016
Best Neighbors,Tamer Bassiouni,,2014
Best of Stand-Up 2020,,,2020
"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",Amy Segal,Canada,2020
Best Worst Thing That Ever Could Have Happened,Lonny Price,United States,2016
Bethany Hamilton: Unstoppable,Aaron Lieber,United States,2019
Betting on Zero,Ted Braun,United States,2017
Betty White: First Lady of Television,Steve Boettcher,United States,2018
Between Maybes,Jason Paul Laxamana,Philippines,2019
Between Two Ferns: The Movie,Scott Aukerman,United States,2019
Between Worlds,Maria Pulera,Spain,2018
Bewafaa,Dharmesh Darshan,India,2005
Bewildered Bolbol,Khaled Marei,Egypt,2010
Beynelmilel,"Muharrem GÃ¼lmez, SÄ±rrÄ± SÃ¼reyya Ãnder",Turkey,2006
Beyond All Boundaries,Sushrut Jain,"United States, India",2013
Beyond Skyline,Liam O'Donnell,"United States, Canada, Indonesia, United Kingdom, China, Singapore",2017
Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,Anna Stone,,2020
Beyond the Clouds,Majid Majidi,"India, Iran",2018
Bhagam Bhag,Priyadarshan,India,2006
Bhai: Vyakti Ki Valli - Poorvardha,Mahesh Manjrekar,India,2019
Bhai: Vyakti Ki Valli - Uttarardh,Mahesh Manjrekar,India,2019
Bhaji In Problem,Smeep Kang,India,2013
Bhangra Paa Le,Sneha Taurani,India,2019
Bhasmasur,Nishil Sheth,India,2017
Bhavesh Joshi Superhero,Vikramaditya Motwane,India,2018
Bheemayan,Rajiv Chilaka,,2018
Bheeshma,Venky Kudumula,India,2020
Bhool Bhulaiyaa,Priyadarshan,India,2007
Bhoot,Ram Gopal Varma,India,2003
Bhouri,Jasbir Bijendra Bhati,India,2017
Bibi & Tina,Detlev Buck,Germany,2014
Bibi & Tina II,Detlev Buck,Germany,2014
Bibi & Tina: Girls Versus Boys,Detlev Buck,Germany,2016
Bibi & Tina: Tohuwabohu Total,Detlev Buck,Germany,2017
Big Bear,Joey Kern,United States,2017
Big Daddy,Dennis Dugan,United States,1999
Big Fat Liar,Shawn Levy,"United States, Germany",2002
Big Kill,Scott Martin,United States,2018
Big Miracle,Ken Kwapis,"United States, United Kingdom",2012
Big Stone Gap,Adriana Trigiani,United States,2014
Big Time,Kaspar Astrup SchrÃ¶der,Denmark,2017
Big Time Movie,Savage Steve Holland,"United States, Canada",2012
Bigflo & Oli: Hip Hop Frenzy,"Bigflo & Oli, JÃ©rÃ©mie Levypon",France,2020
Bigger Fatter Liar,Ron Oliver,United States,2017
Biggie & Tupac,Nick Broomfield,United Kingdom,2002
"Bikram: Yogi, Guru, Predator",Eva Orner,United States,2019
Bill Burr: I'm Sorry You Feel That Way,Jay Karas,United States,2014
Bill Burr: Let It Go,Shannon Hartman,United States,2010
Bill Burr: Paper Tiger,Mike Binder,"United States, United Kingdom",2019
Bill Burr: Walk Your Way Out,Jay Karas,United States,2017
Bill Burr: You People Are All the Same,Jay Karas,United States,2012
Bill Hicks: One Night Stand,John Fortenberry,United Kingdom,1991
Bill Hicks: Reflections,,,2015
Bill Hicks: Relentless,Chris Bould,United Kingdom,1992
Bill Hicks: Revelations,Chris Bould,United Kingdom,1993
Bill Hicks: Sane Man,"Kevin Booth, David Johndrow",United States,1989
Bill Nye: Science Guy,"Jason Sussberg, David Alvarado",United States,2017
Billu,Priyadarshan,India,2009
Billy Elliot,Stephen Daldry,"United Kingdom, France",2000
Billy Graham: An Extraordinary Journey,"Vonda Harrell, Daniel Camenisch",United States,2018
Bilu Rakkhosh,Indrasis Acharya,India,2017
Bioscope,"Gajendra Ahire, Viju Mane, Girish Mohite, Ravi Jadhav",India,2015
Bir Baba Hindu,Sermiyan Midyat,"Turkey, India",2016
Bird Box,Susanne Bier,United States,2018
Birders,Otilia Portillo Padua,"United States, Mexico",2019
Birdshot,Mikhail Red,"Philippines, Qatar",2016
Birthmarked,Emanuel Hoss-Desmarais,Canada,2018
Bitch,Marianna Palka,United States,2017
Bitcoin Heist,Ham Tran,Vietnam,2016
Bittersweet,Khaled Marei,Egypt,2010
Bittoo Boss,Supavitra Babul,India,2012
Black,Raja Chanda,India,2015
Black '47,Lance Daly,"Ireland, Luxembourg, Belgium",2018
Black & Privileged: Volume 1,Mark Harris,United States,2019
Black Friday,Anurag Kashyap,India,2004
Black Hawk Down,Ridley Scott,"United States, United Kingdom",2001
Black Man White Skin,Jose Manuel ColÃ³n,Spain,2015
Black Mirror: Bandersnatch,,United States,2018
Black Panther,Ryan Coogler,United States,2018
Black Rose,Alexander Nevsky,"Russia, United States",2014
Black Sea,Kevin MacDonald,"United Kingdom, Russia, United States",2015
Black Site Delta,Jesse Gustafson,United States,2017
Black Snake Moan,Craig Brewer,United States,2007
Black Snow,Martin Hodara,"Argentina, Spain",2017
Blackfish,Gabriela Cowperthwaite,United States,2013
BLACKPINK: Light Up the Sky,Caroline Suh,United States,2020
Blackway,Daniel Alfredson,United States,2015
BLAME!,Hiroyuki Seshita,Japan,2017
Blaze,Ethan Hawke,United States,2018
Bleach The Movie: Fade to Black,Noriyuki Abe,Japan,2008
Bleach the Movie: Hell Verse,Noriyuki Abe,Japan,2010
Bleed for This,Ben Younger,United States,2016
Blessed Benefit,Mahmoud al Massad,"Germany, Jordan, Netherlands",2016
Blind Date,Clovis Cornillac,France,2015
Blind Detective,Johnnie To,"Hong Kong, China",2013
Blinky Bill: The Movie,Deane Taylor,"Australia, United States",2015
Blitz Patrollie,Andrew Wessels,South Africa,2013
Blockbuster,July Hygreck,France,2017
Blood Father,Jean-FranÃ§ois Richet,France,2016
Blood Money,Vishal Mahadkar,India,2012
Blood Will Tell,"Miguel Cohan, Miguel Cohan","Argentina, United States",2019
Blow,Ted Demme,United States,2001
Blue Is the Warmest Color,Abdellatif Kechiche,"France, Belgium, Spain",2013
Blue Jasmine,Woody Allen,United States,2013
Blue Jay,Alex Lehmann,United States,2016
Blue Mountain State: The Rise of Thadland,Lev L. Spiro,United States,2016
Blue Ruin,Jeremy Saulnier,"United States, France",2013
Blue Streak,Les Mayfield,"Germany, United States",1999
Blue Valentine,Derek Cianfrance,United States,2010
BluffMaster!,Rohan Sippy,India,2005
Blurred Lines: Inside the Art World,Barry Avrich,Canada,2017
BNK48: Girls Don't Cry,Nawapol Thamrongrattanarit,Thailand,2018
Bo Burnham: Make Happy,"Bo Burnham, Christopher Storer",United States,2016
Bo Burnham: what.,"Bo Burnham, Christopher Storer",United States,2013
Bob Lazar: Area 51 & Flying Saucers,Jeremy Kenyon Lockyer Corbell,United States,2018
Bob's Broken Sleigh,Jay Surridge,Canada,2015
Bobbi Jene,Elvira Lind,"Denmark, Sweden, Israel, United States",2017
Bobbleheads The Movie,Kirk Wise,United States,2020
Bobby,Raj Kapoor,India,1973
Bobby Jasoos,Samar Shaikh,India,2014
Bobby Robson: More Than a Manager,"Gabriel Clarke, Torquil Jones",United Kingdom,2018
Bobby Sands: 66 Days,Brendan Byrne,"Ireland, United Kingdom",2016
Bodyguard,Siddique,India,2011
Bogda,Nisheeta Keni,India,2018
Boi,Jorge M. Fontana,Spain,2018
BoJack Horseman Christmas Special: Sabrina's Christmas Wish,,United States,2014
Bokeh,"Geoffrey Orthwein, Andrew Sullivan","United States, Iceland",2017
Bollywood Calling,Nagesh Kukunoor,India,2001
Bolt,"Byron Howard, Chris Williams",United States,2008
Bomb Scared,Borja Cobeaga,Spain,2017
Bombairiya,Pia Sukanya,"United Arab Emirates, United Kingdom, India",2018
Bombay Talkies,"Anurag Kashyap, Dibakar Banerjee, Karan Johar, Zoya Akhtar",India,2013
Bombshell,Riccardo Pilizzeri,New Zealand,2016
Bombshell: The Hedy Lamarr Story,Alexandra Dean,United States,2017
Bon Bini Holland,Jelle de Jonge,Netherlands,2015
Bon Cop Bad Cop 2,Alain Desrochers,Canada,2017
"Bon Cop, Bad Cop",Erik Canuel,Canada,2006
Bonnie and Clyde,Arthur Penn,United States,1967
Boom,Kaizad Gustad,India,2003
Born Beautiful,Perci Intalan,Philippines,2019
Born in Gaza,HernÃ¡n Zin,Spain,2014
Born in Syria,HernÃ¡n Zin,"Denmark, Spain",2016
Born Racer,Bryn Evans,New Zealand,2018
Born Strong,"Gary Cohen, Ross Hockrow",United States,2017
Born to Be Free,Gayane Petrosyan,"United Kingdom, Russia",2016
Boss,Anthony D'Souza,India,2013
Bosta,Philippe Aractingi,Lebanon,2005
Bottom of the World,Richard Sears,"Canada, United States",2017
Boushkash,"Ahmed Yousry, Hazem Fouda",Egypt,2008
Boy and the World,AlÃª Abreu,Brazil,2013
Boy Bye,Chris Stokes,United States,2016
Boy Missing,Mar Targarona,Spain,2016
Boyka: Undisputed,Todor Chapkanov,"Bulgaria, United States",2016
Brad Paisley's Comedy Rodeo,Jay Chapman,United States,2017
Brahman Naman,Qaushiq Mukherjee,"India, United Kingdom",2016
Brain on Fire,Gerard Barrett,"United States, Canada, Ireland",2016
Brampton's Own,Michael Doneger,United States,2018
Bratz: The Movie,Sean McNamara,United States,2007
Brave Blue World: Racing to Solve Our Water Crisis,Tim Neeves,"Canada, United Kingdom",2020
Brave New Jersey,Jody Lambert,United States,2016
Braven,Lin Oeding,Canada,2018
Break,Marc Fouchard,"France, Belgium",2018
Break Ke Baad,Danish Aslam,India,2010
Break Up 100,Lawrence Cheng,Hong Kong,2014
Breaking Free,Sridhar Rangayan,India,2015
Breaking the Bank,Vadim Jean,United Kingdom,2014
Breath,Simon Baker,Australia,2018
BrenÃ© Brown: The Call to Courage,Sandra Restrepo,,2019
Brian Regan: Nunchucks and Flamethrowers,Troy Miller,United States,2017
Brick,Rian Johnson,United States,2005
Bride For Rent,Mae Czarina Cruz,Philippines,2014
Bridezilla,Andibachtiar Yusuf,Indonesia,2019
Bridget Christie: Stand Up for Her,,United Kingdom,2016
Bright,David Ayer,United States,2017
Brij Mohan Amar Rahe,Nikhil Nagesh Bhat,India,2018
Bring It On: Worldwide Showdown,Robert Adetuyi,United States,2017
Brooklyn's Finest,Antoine Fuqua,United States,2009
Brother,Julien Abraham,France,2019
Brother in Love,Onur Bilgetay,Turkey,2019
Brother's Shadow,Todd S. Yellin,United States,2006
Brotherhood of Blades II: The Infernal Battlefield,Lu Yang,China,2017
Brothers,Karan Malhotra,"India, United States",2015
Bruno and Boots: Go Jump in the Pool,Vivieno Caldinelli,Canada,2016
Bruno and Boots: The Wizzle War,Vivieno Caldinelli,Canada,2017
Bruno and Boots: This Can't Be Happening at Macdonald Hall,Vivieno Caldinelli,Canada,2017
Bucket List,Tejas Prabha Vijay Deoskar,India,2018
Budapest,Xavier Gens,"France, Belgium",2018
Buddies,Marcelo GalvÃ£o,Brazil,2012
Buddy Thunderstruck: The Maybe Pile,Harry Chaskin,United States,2017
Budhia Singh: Born to Run,Soumendra Padhi,India,2016
Buffalo Boys,Mike Wiluan,"Indonesia, Singapore",2018
Bugs,Andreas Johnsen,"Netherlands, Denmark, France, Germany",2016
Bulbbul,Anvita Dutt,India,2020
Bulbul Can Sing,Rima Das,India,2018
Bullet Head,"Paul Solet, Rick Benattar","Bulgaria, United States",2017
Bulletproof 2,Don Michael Paul,United States,2020
Bullitt County,David McCracken,United States,2018
Bully,Lee Hirsch,United States,2012
Burlesque,Steve Antin,United States,2010
Burlesque: Heart of the Glitter Tribe,Jon Manning,United States,2017
Burn Out,Yann Gozlan,"France, Belgium",2017
Burning,Lee Chang-dong,"South Korea, Japan",2018
Burning Cane,Phillip Youmans,United States,2019
Burning Sands,Gerard McMurray,United States,2017
Bushwick,"Cary Murnion, Jonathan Milott",United States,2017
Buster's Mal Heart,Sarah Adina Smith,United States,2016
Butterfield 8,Daniel Mann,United States,1960
BuyBust,Erik Matti,Philippines,2018
Bwakaw,Jun Lana,"Philippines, Canada, United Kingdom, United States",2012
By the Sea,Angelina Jolie,"France, Malta, United States",2015
Bye Bye London,Almunsif Alsuwaisi,Kuwait,1981
Bygones Be Bygones,Hakan AlgÃ¼l,Turkey,2017
Bypass Road,Naman Nitin Mukesh,India,2019
C Kkompany,Sachin Yardi,India,2008
